species,island,sex,year,date,id,measurements,values
Adelie,Dream,female,2008,2008-11-08,N44A2,flipper_length_mm,190
Adelie,Dream,female,2008,2008-11-08,N44A2,body_mass_g,3600
Adelie,Dream,female,2008,2008-11-14,N45A1,bill_length_mm,35.7
Adelie,Dream,female,2008,2008-11-14,N45A1,bill_depth_mm,18
Adelie,Dream,female,2008,2008-11-14,N45A1,flipper_length_mm,202
Adelie,Dream,female,2008,2008-11-14,N45A1,body_mass_g,3550
Adelie,Dream,male,2008,2008-11-14,N45A2,bill_length_mm,41.1
Adelie,Dream,male,2008,2008-11-14,N45A2,bill_depth_mm,18.1
Adelie,Dream,male,2008,2008-11-14,N45A2,flipper_length_mm,205
Adelie,Dream,male,2008,2008-11-14,N45A2,body_mass_g,4300
Adelie,Dream,female,2008,2008-11-05,N46A1,bill_length_mm,34
Adelie,Dream,female,2008,2008-11-05,N46A1,bill_depth_mm,17.1
Adelie,Dream,female,2008,2008-11-05,N46A1,flipper_length_mm,185
Adelie,Dream,female,2008,2008-11-05,N46A1,body_mass_g,3400
Adelie,Dream,male,2008,2008-11-05,N46A2,bill_length_mm,39.6
Adelie,Dream,male,2008,2008-11-05,N46A2,bill_depth_mm,18.1
Adelie,Dream,male,2008,2008-11-05,N46A2,flipper_length_mm,186
Adelie,Dream,male,2008,2008-11-05,N46A2,body_mass_g,4450
Adelie,Dream,female,2008,2008-11-17,N48A1,bill_length_mm,36.2
Adelie,Dream,female,2008,2008-11-17,N48A1,bill_depth_mm,17.3
Adelie,Dream,female,2008,2008-11-17,N48A1,flipper_length_mm,187
Adelie,Dream,female,2008,2008-11-17,N48A1,body_mass_g,3300
Adelie,Dream,male,2008,2008-11-17,N48A2,bill_length_mm,40.8
Adelie,Dream,male,2008,2008-11-17,N48A2,bill_depth_mm,18.9
Adelie,Dream,male,2008,2008-11-17,N48A2,flipper_length_mm,208
Adelie,Dream,male,2008,2008-11-17,N48A2,body_mass_g,4300
Adelie,Dream,female,2008,2008-11-08,N49A1,bill_length_mm,38.1
Adelie,Dream,female,2008,2008-11-08,N49A1,bill_depth_mm,18.6
Adelie,Dream,female,2008,2008-11-08,N49A1,flipper_length_mm,190
Adelie,Dream,female,2008,2008-11-08,N49A1,body_mass_g,3700
Adelie,Dream,male,2008,2008-11-08,N49A2,bill_length_mm,40.3
Adelie,Dream,male,2008,2008-11-08,N49A2,bill_depth_mm,18.5
Adelie,Dream,male,2008,2008-11-08,N49A2,flipper_length_mm,196
Adelie,Dream,male,2008,2008-11-08,N49A2,body_mass_g,4350
Adelie,Dream,female,2008,2008-11-10,N50A1,bill_length_mm,33.1
Adelie,Dream,female,2008,2008-11-10,N50A1,bill_depth_mm,16.1
Adelie,Dream,female,2008,2008-11-10,N50A1,flipper_length_mm,178
Adelie,Dream,female,2008,2008-11-10,N50A1,body_mass_g,2900
Adelie,Dream,male,2008,2008-11-10,N50A2,bill_length_mm,43.2
Adelie,Dream,male,2008,2008-11-10,N50A2,bill_depth_mm,18.5
Adelie,Dream,male,2008,2008-11-10,N50A2,flipper_length_mm,192
Adelie,Dream,male,2008,2008-11-10,N50A2,body_mass_g,4100
Adelie,Biscoe,female,2009,2009-11-09,N47A1,bill_length_mm,35
Adelie,Biscoe,female,2009,2009-11-09,N47A1,bill_depth_mm,17.9
Adelie,Biscoe,female,2009,2009-11-09,N47A1,flipper_length_mm,192
Adelie,Biscoe,female,2009,2009-11-09,N47A1,body_mass_g,3725
Adelie,Biscoe,male,2009,2009-11-09,N47A2,bill_length_mm,41
Adelie,Biscoe,male,2009,2009-11-09,N47A2,bill_depth_mm,20
Adelie,Biscoe,male,2009,2009-11-09,N47A2,flipper_length_mm,203
Adelie,Biscoe,male,2009,2009-11-09,N47A2,body_mass_g,4725
Adelie,Biscoe,female,2009,2009-11-15,N49A1,bill_length_mm,37.7
Adelie,Biscoe,female,2009,2009-11-15,N49A1,bill_depth_mm,16
Adelie,Biscoe,female,2009,2009-11-15,N49A1,flipper_length_mm,183
Adelie,Biscoe,female,2009,2009-11-15,N49A1,body_mass_g,3075
Adelie,Biscoe,male,2009,2009-11-15,N49A2,bill_length_mm,37.8
Adelie,Biscoe,male,2009,2009-11-15,N49A2,bill_depth_mm,20
Adelie,Biscoe,male,2009,2009-11-15,N49A2,flipper_length_mm,190
Adelie,Biscoe,male,2009,2009-11-15,N49A2,body_mass_g,4250
Adelie,Biscoe,female,2009,2009-11-15,N51A1,bill_length_mm,37.9
Adelie,Biscoe,female,2009,2009-11-15,N51A1,bill_depth_mm,18.6
Adelie,Biscoe,female,2009,2009-11-15,N51A1,flipper_length_mm,193
Adelie,Biscoe,female,2009,2009-11-15,N51A1,body_mass_g,2925
Adelie,Biscoe,male,2009,2009-11-15,N51A2,bill_length_mm,39.7
Adelie,Biscoe,male,2009,2009-11-15,N51A2,bill_depth_mm,18.9
Adelie,Biscoe,male,2009,2009-11-15,N51A2,flipper_length_mm,184
Adelie,Biscoe,male,2009,2009-11-15,N51A2,body_mass_g,3550
Adelie,Biscoe,female,2009,2009-11-15,N53A1,bill_length_mm,38.6
Adelie,Biscoe,female,2009,2009-11-15,N53A1,bill_depth_mm,17.2
Adelie,Biscoe,female,2009,2009-11-15,N53A1,flipper_length_mm,199
Adelie,Biscoe,female,2009,2009-11-15,N53A1,body_mass_g,3750
Adelie,Biscoe,male,2009,2009-11-15,N53A2,bill_length_mm,38.2
Adelie,Biscoe,male,2009,2009-11-15,N53A2,bill_depth_mm,20
Adelie,Biscoe,male,2009,2009-11-15,N53A2,flipper_length_mm,190
Adelie,Biscoe,male,2009,2009-11-15,N53A2,body_mass_g,3900
Adelie,Biscoe,female,2009,2009-11-20,N55A1,bill_length_mm,38.1
Adelie,Biscoe,female,2009,2009-11-20,N55A1,bill_depth_mm,17
Adelie,Biscoe,female,2009,2009-11-20,N55A1,flipper_length_mm,181
Adelie,Biscoe,female,2009,2009-11-20,N55A1,body_mass_g,3175
Adelie,Biscoe,male,2009,2009-11-20,N55A2,bill_length_mm,43.2
Adelie,Biscoe,male,2009,2009-11-20,N55A2,bill_depth_mm,19
Adelie,Biscoe,male,2009,2009-11-20,N55A2,flipper_length_mm,197
Adelie,Biscoe,male,2009,2009-11-20,N55A2,body_mass_g,4775
Adelie,Biscoe,female,2009,2009-11-12,N58A1,bill_length_mm,38.1
Adelie,Biscoe,female,2009,2009-11-12,N58A1,bill_depth_mm,16.5
Adelie,Biscoe,female,2009,2009-11-12,N58A1,flipper_length_mm,198
Adelie,Biscoe,female,2009,2009-11-12,N58A1,body_mass_g,3825
Adelie,Biscoe,male,2009,2009-11-12,N58A2,bill_length_mm,45.6
Adelie,Biscoe,male,2009,2009-11-12,N58A2,bill_depth_mm,20.3
Adelie,Biscoe,male,2009,2009-11-12,N58A2,flipper_length_mm,191
Adelie,Biscoe,male,2009,2009-11-12,N58A2,body_mass_g,4600
Adelie,Biscoe,female,2009,2009-11-15,N60A1,bill_length_mm,39.7
Adelie,Biscoe,female,2009,2009-11-15,N60A1,bill_depth_mm,17.7
Adelie,Biscoe,female,2009,2009-11-15,N60A1,flipper_length_mm,193
Adelie,Biscoe,female,2009,2009-11-15,N60A1,body_mass_g,3200
Adelie,Biscoe,male,2009,2009-11-15,N60A2,bill_length_mm,42.2
Adelie,Biscoe,male,2009,2009-11-15,N60A2,bill_depth_mm,19.5
Adelie,Biscoe,male,2009,2009-11-15,N60A2,flipper_length_mm,197
Adelie,Biscoe,male,2009,2009-11-15,N60A2,body_mass_g,4275
Adelie,Biscoe,female,2009,2009-11-17,N61A1,bill_length_mm,39.6
Adelie,Biscoe,female,2009,2009-11-17,N61A1,bill_depth_mm,20.7
Adelie,Biscoe,female,2009,2009-11-17,N61A1,flipper_length_mm,191
Adelie,Biscoe,female,2009,2009-11-17,N61A1,body_mass_g,3900
Adelie,Biscoe,male,2009,2009-11-17,N61A2,bill_length_mm,42.7
Adelie,Biscoe,male,2009,2009-11-17,N61A2,bill_depth_mm,18.3
Adelie,Biscoe,male,2009,2009-11-17,N61A2,flipper_length_mm,196
Adelie,Biscoe,male,2009,2009-11-17,N61A2,body_mass_g,4075
Adelie,Torgersen,female,2009,2009-11-18,N63A1,bill_length_mm,38.6
Adelie,Torgersen,female,2009,2009-11-18,N63A1,bill_depth_mm,17
Adelie,Torgersen,female,2009,2009-11-18,N63A1,flipper_length_mm,188
Adelie,Torgersen,female,2009,2009-11-18,N63A1,body_mass_g,2900
Adelie,Torgersen,male,2009,2009-11-18,N63A2,bill_length_mm,37.3
Adelie,Torgersen,male,2009,2009-11-18,N63A2,bill_depth_mm,20.5
Adelie,Torgersen,male,2009,2009-11-18,N63A2,flipper_length_mm,199
Adelie,Torgersen,male,2009,2009-11-18,N63A2,body_mass_g,3775
Adelie,Torgersen,female,2009,2009-11-22,N64A1,bill_length_mm,35.7
Adelie,Torgersen,female,2009,2009-11-22,N64A1,bill_depth_mm,17
Adelie,Torgersen,female,2009,2009-11-22,N64A1,flipper_length_mm,189
Adelie,Torgersen,female,2009,2009-11-22,N64A1,body_mass_g,3350
Adelie,Torgersen,male,2009,2009-11-22,N64A2,bill_length_mm,41.1
Adelie,Torgersen,male,2009,2009-11-22,N64A2,bill_depth_mm,18.6
Adelie,Torgersen,male,2009,2009-11-22,N64A2,flipper_length_mm,189
Adelie,Torgersen,male,2009,2009-11-22,N64A2,body_mass_g,3325
Adelie,Torgersen,female,2009,2009-11-17,N66A1,bill_length_mm,36.2
Adelie,Torgersen,female,2009,2009-11-17,N66A1,bill_depth_mm,17.2
Adelie,Torgersen,female,2009,2009-11-17,N66A1,flipper_length_mm,187
Adelie,Torgersen,female,2009,2009-11-17,N66A1,body_mass_g,3150
Adelie,Torgersen,male,2009,2009-11-17,N66A2,bill_length_mm,37.7
Adelie,Torgersen,male,2009,2009-11-17,N66A2,bill_depth_mm,19.8
Adelie,Torgersen,male,2009,2009-11-17,N66A2,flipper_length_mm,198
Adelie,Torgersen,male,2009,2009-11-17,N66A2,body_mass_g,3500
Adelie,Torgersen,female,2009,2009-11-16,N67A1,bill_length_mm,40.2
Adelie,Torgersen,female,2009,2009-11-16,N67A1,bill_depth_mm,17
Adelie,Torgersen,female,2009,2009-11-16,N67A1,flipper_length_mm,176
Adelie,Torgersen,female,2009,2009-11-16,N67A1,body_mass_g,3450
Adelie,Torgersen,male,2009,2009-11-16,N67A2,bill_length_mm,41.4
Adelie,Torgersen,male,2009,2009-11-16,N67A2,bill_depth_mm,18.5
Adelie,Torgersen,male,2009,2009-11-16,N67A2,flipper_length_mm,202
Adelie,Torgersen,male,2009,2009-11-16,N67A2,body_mass_g,3875
Adelie,Torgersen,female,2009,2009-11-18,N69A1,bill_length_mm,35.2
Adelie,Torgersen,female,2009,2009-11-18,N69A1,bill_depth_mm,15.9
Adelie,Torgersen,female,2009,2009-11-18,N69A1,flipper_length_mm,186
Adelie,Torgersen,female,2009,2009-11-18,N69A1,body_mass_g,3050
Adelie,Torgersen,male,2009,2009-11-18,N69A2,bill_length_mm,40.6
Adelie,Torgersen,male,2009,2009-11-18,N69A2,bill_depth_mm,19
Adelie,Torgersen,male,2009,2009-11-18,N69A2,flipper_length_mm,199
Adelie,Torgersen,male,2009,2009-11-18,N69A2,body_mass_g,4000
Adelie,Torgersen,female,2009,2009-11-21,N71A1,bill_length_mm,38.8
Adelie,Torgersen,female,2009,2009-11-21,N71A1,bill_depth_mm,17.6
Adelie,Torgersen,female,2009,2009-11-21,N71A1,flipper_length_mm,191
Adelie,Torgersen,female,2009,2009-11-21,N71A1,body_mass_g,3275
Adelie,Torgersen,male,2009,2009-11-21,N71A2,bill_length_mm,41.5
Adelie,Torgersen,male,2009,2009-11-21,N71A2,bill_depth_mm,18.3
Adelie,Torgersen,male,2009,2009-11-21,N71A2,flipper_length_mm,195
Adelie,Torgersen,male,2009,2009-11-21,N71A2,body_mass_g,4300
Adelie,Torgersen,female,2009,2009-11-18,N72A1,bill_length_mm,39
Adelie,Torgersen,female,2009,2009-11-18,N72A1,bill_depth_mm,17.1
Adelie,Torgersen,female,2009,2009-11-18,N72A1,flipper_length_mm,191
Adelie,Torgersen,female,2009,2009-11-18,N72A1,body_mass_g,3050
Adelie,Torgersen,male,2009,2009-11-18,N72A2,bill_length_mm,44.1
Adelie,Torgersen,male,2009,2009-11-18,N72A2,bill_depth_mm,18
Adelie,Torgersen,male,2009,2009-11-18,N72A2,flipper_length_mm,210
Adelie,Torgersen,male,2009,2009-11-18,N72A2,body_mass_g,4000
Adelie,Torgersen,female,2009,2009-11-23,N73A1,bill_length_mm,38.5
Adelie,Torgersen,female,2009,2009-11-23,N73A1,bill_depth_mm,17.9
Adelie,Torgersen,female,2009,2009-11-23,N73A1,flipper_length_mm,190
Adelie,Torgersen,female,2009,2009-11-23,N73A1,body_mass_g,3325
Adelie,Torgersen,male,2009,2009-11-23,N73A2,bill_length_mm,43.1
Adelie,Torgersen,male,2009,2009-11-23,N73A2,bill_depth_mm,19.2
Adelie,Torgersen,male,2009,2009-11-23,N73A2,flipper_length_mm,197
Adelie,Torgersen,male,2009,2009-11-23,N73A2,body_mass_g,3500
Adelie,Dream,female,2009,2009-11-10,N76A1,bill_length_mm,36.8
Adelie,Dream,female,2009,2009-11-10,N76A1,bill_depth_mm,18.5
Adelie,Dream,female,2009,2009-11-10,N76A1,flipper_length_mm,193
Adelie,Dream,female,2009,2009-11-10,N76A1,body_mass_g,3500
Adelie,Dream,male,2009,2009-11-10,N76A2,bill_length_mm,37.5
Adelie,Dream,male,2009,2009-11-10,N76A2,bill_depth_mm,18.5
Adelie,Dream,male,2009,2009-11-10,N76A2,flipper_length_mm,199
Adelie,Dream,male,2009,2009-11-10,N76A2,body_mass_g,4475
Adelie,Dream,female,2009,2009-11-13,N77A1,bill_length_mm,38.1
Adelie,Dream,female,2009,2009-11-13,N77A1,bill_depth_mm,17.6
Adelie,Dream,female,2009,2009-11-13,N77A1,flipper_length_mm,187
Adelie,Dream,female,2009,2009-11-13,N77A1,body_mass_g,3425
Adelie,Dream,male,2009,2009-11-13,N77A2,bill_length_mm,41.1
Adelie,Dream,male,2009,2009-11-13,N77A2,bill_depth_mm,17.5
Adelie,Dream,male,2009,2009-11-13,N77A2,flipper_length_mm,190
Adelie,Dream,male,2009,2009-11-13,N77A2,body_mass_g,3900
Adelie,Dream,female,2009,2009-11-16,N78A1,bill_length_mm,35.6
Adelie,Dream,female,2009,2009-11-16,N78A1,bill_depth_mm,17.5
Adelie,Dream,female,2009,2009-11-16,N78A1,flipper_length_mm,191
Adelie,Dream,female,2009,2009-11-16,N78A1,body_mass_g,3175
Adelie,Dream,male,2009,2009-11-16,N78A2,bill_length_mm,40.2
Adelie,Dream,male,2009,2009-11-16,N78A2,bill_depth_mm,20.1
Adelie,Dream,male,2009,2009-11-16,N78A2,flipper_length_mm,200
Adelie,Dream,male,2009,2009-11-16,N78A2,body_mass_g,3975
Adelie,Dream,female,2009,2009-11-16,N79A1,bill_length_mm,37
Adelie,Dream,female,2009,2009-11-16,N79A1,bill_depth_mm,16.5
Adelie,Dream,female,2009,2009-11-16,N79A1,flipper_length_mm,185
Adelie,Dream,female,2009,2009-11-16,N79A1,body_mass_g,3400
Adelie,Dream,male,2009,2009-11-16,N79A2,bill_length_mm,39.7
Adelie,Dream,male,2009,2009-11-16,N79A2,bill_depth_mm,17.9
Adelie,Dream,male,2009,2009-11-16,N79A2,flipper_length_mm,193
Adelie,Dream,male,2009,2009-11-16,N79A2,body_mass_g,4250
Adelie,Dream,female,2009,2009-11-14,N80A1,bill_length_mm,40.2
Adelie,Dream,female,2009,2009-11-14,N80A1,bill_depth_mm,17.1
Adelie,Dream,female,2009,2009-11-14,N80A1,flipper_length_mm,193
Adelie,Dream,female,2009,2009-11-14,N80A1,body_mass_g,3400
Adelie,Dream,male,2009,2009-11-14,N80A2,bill_length_mm,40.6
Adelie,Dream,male,2009,2009-11-14,N80A2,bill_depth_mm,17.2
Adelie,Dream,male,2009,2009-11-14,N80A2,flipper_length_mm,187
Adelie,Dream,male,2009,2009-11-14,N80A2,body_mass_g,3475
Adelie,Dream,female,2009,2009-11-16,N81A1,bill_length_mm,32.1
Adelie,Dream,female,2009,2009-11-16,N81A1,bill_depth_mm,15.5
Adelie,Dream,female,2009,2009-11-16,N81A1,flipper_length_mm,188
Adelie,Dream,female,2009,2009-11-16,N81A1,body_mass_g,3050
Adelie,Dream,male,2009,2009-11-16,N81A2,bill_length_mm,40.7
Adelie,Dream,male,2009,2009-11-16,N81A2,bill_depth_mm,17
Adelie,Dream,male,2009,2009-11-16,N81A2,flipper_length_mm,190
Adelie,Dream,male,2009,2009-11-16,N81A2,body_mass_g,3725
Adelie,Dream,female,2009,2009-11-16,N82A1,bill_length_mm,37.3
Adelie,Dream,female,2009,2009-11-16,N82A1,bill_depth_mm,16.8
Adelie,Dream,female,2009,2009-11-16,N82A1,flipper_length_mm,192
Adelie,Dream,female,2009,2009-11-16,N82A1,body_mass_g,3000
Adelie,Dream,male,2009,2009-11-16,N82A2,bill_length_mm,39
Adelie,Dream,male,2009,2009-11-16,N82A2,bill_depth_mm,18.7
Adelie,Dream,male,2009,2009-11-16,N82A2,flipper_length_mm,185
Adelie,Dream,male,2009,2009-11-16,N82A2,body_mass_g,3650
Adelie,Dream,male,2009,2009-11-13,N83A1,bill_length_mm,39.2
Adelie,Dream,male,2009,2009-11-13,N83A1,bill_depth_mm,18.6
Adelie,Dream,male,2009,2009-11-13,N83A1,flipper_length_mm,190
Adelie,Dream,male,2009,2009-11-13,N83A1,body_mass_g,4250
Adelie,Dream,female,2009,2009-11-13,N83A2,bill_length_mm,36.6
Adelie,Dream,female,2009,2009-11-13,N83A2,bill_depth_mm,18.4
Adelie,Dream,female,2009,2009-11-13,N83A2,flipper_length_mm,184
Adelie,Dream,female,2009,2009-11-13,N83A2,body_mass_g,3475
Adelie,Dream,female,2009,2009-11-17,N84A1,bill_length_mm,36
Adelie,Dream,female,2009,2009-11-17,N84A1,bill_depth_mm,17.8
Adelie,Dream,female,2009,2009-11-17,N84A1,flipper_length_mm,195
Adelie,Dream,female,2009,2009-11-17,N84A1,body_mass_g,3450
Adelie,Dream,male,2009,2009-11-17,N84A2,bill_length_mm,37.8
Adelie,Dream,male,2009,2009-11-17,N84A2,bill_depth_mm,18.1
Adelie,Dream,male,2009,2009-11-17,N84A2,flipper_length_mm,193
Adelie,Dream,male,2009,2009-11-17,N84A2,body_mass_g,3750
Adelie,Dream,female,2009,2009-11-17,N85A1,bill_length_mm,36
Adelie,Dream,female,2009,2009-11-17,N85A1,bill_depth_mm,17.1
Adelie,Dream,female,2009,2009-11-17,N85A1,flipper_length_mm,187
Adelie,Dream,female,2009,2009-11-17,N85A1,body_mass_g,3700
Adelie,Dream,male,2009,2009-11-17,N85A2,bill_length_mm,41.5
Adelie,Dream,male,2009,2009-11-17,N85A2,bill_depth_mm,18.5
Adelie,Dream,male,2009,2009-11-17,N85A2,flipper_length_mm,201
Adelie,Dream,male,2009,2009-11-17,N85A2,body_mass_g,4000
Gentoo,Biscoe,female,2007,2007-11-27,N31A1,bill_length_mm,46.1
Gentoo,Biscoe,female,2007,2007-11-27,N31A1,bill_depth_mm,13.2
Gentoo,Biscoe,female,2007,2007-11-27,N31A1,flipper_length_mm,211
Gentoo,Biscoe,female,2007,2007-11-27,N31A1,body_mass_g,4500
Gentoo,Biscoe,male,2007,2007-11-27,N31A2,bill_length_mm,50
Gentoo,Biscoe,male,2007,2007-11-27,N31A2,bill_depth_mm,16.3
Gentoo,Biscoe,male,2007,2007-11-27,N31A2,flipper_length_mm,230
Gentoo,Biscoe,male,2007,2007-11-27,N31A2,body_mass_g,5700
Gentoo,Biscoe,female,2007,2007-11-27,N32A1,bill_length_mm,48.7
Gentoo,Biscoe,female,2007,2007-11-27,N32A1,bill_depth_mm,14.1
Gentoo,Biscoe,female,2007,2007-11-27,N32A1,flipper_length_mm,210
Gentoo,Biscoe,female,2007,2007-11-27,N32A1,body_mass_g,4450
Gentoo,Biscoe,male,2007,2007-11-27,N32A2,bill_length_mm,50
Gentoo,Biscoe,male,2007,2007-11-27,N32A2,bill_depth_mm,15.2
Gentoo,Biscoe,male,2007,2007-11-27,N32A2,flipper_length_mm,218
Gentoo,Biscoe,male,2007,2007-11-27,N32A2,body_mass_g,5700
Gentoo,Biscoe,male,2007,2007-11-18,N33A1,bill_length_mm,47.6
Gentoo,Biscoe,male,2007,2007-11-18,N33A1,bill_depth_mm,14.5
Gentoo,Biscoe,male,2007,2007-11-18,N33A1,flipper_length_mm,215
Gentoo,Biscoe,male,2007,2007-11-18,N33A1,body_mass_g,5400
Gentoo,Biscoe,female,2007,2007-11-18,N33A2,bill_length_mm,46.5
Gentoo,Biscoe,female,2007,2007-11-18,N33A2,bill_depth_mm,13.5
Gentoo,Biscoe,female,2007,2007-11-18,N33A2,flipper_length_mm,210
Gentoo,Biscoe,female,2007,2007-11-18,N33A2,body_mass_g,4550
Gentoo,Biscoe,female,2007,2007-11-27,N34A1,bill_length_mm,45.4
Gentoo,Biscoe,female,2007,2007-11-27,N34A1,bill_depth_mm,14.6
Gentoo,Biscoe,female,2007,2007-11-27,N34A1,flipper_length_mm,211
Gentoo,Biscoe,female,2007,2007-11-27,N34A1,body_mass_g,4800
Gentoo,Biscoe,male,2007,2007-11-27,N34A2,bill_length_mm,46.7
Gentoo,Biscoe,male,2007,2007-11-27,N34A2,bill_depth_mm,15.3
Gentoo,Biscoe,male,2007,2007-11-27,N34A2,flipper_length_mm,219
Gentoo,Biscoe,male,2007,2007-11-27,N34A2,body_mass_g,5200
Gentoo,Biscoe,female,2007,2007-11-27,N35A1,bill_length_mm,43.3
Gentoo,Biscoe,female,2007,2007-11-27,N35A1,bill_depth_mm,13.4
Gentoo,Biscoe,female,2007,2007-11-27,N35A1,flipper_length_mm,209
Gentoo,Biscoe,female,2007,2007-11-27,N35A1,body_mass_g,4400
Gentoo,Biscoe,male,2007,2007-11-27,N35A2,bill_length_mm,46.8
Gentoo,Biscoe,male,2007,2007-11-27,N35A2,bill_depth_mm,15.4
Gentoo,Biscoe,male,2007,2007-11-27,N35A2,flipper_length_mm,215
Gentoo,Biscoe,male,2007,2007-11-27,N35A2,body_mass_g,5150
Gentoo,Biscoe,female,2007,2007-11-27,N36A1,bill_length_mm,40.9
Gentoo,Biscoe,female,2007,2007-11-27,N36A1,bill_depth_mm,13.7
Gentoo,Biscoe,female,2007,2007-11-27,N36A1,flipper_length_mm,214
Gentoo,Biscoe,female,2007,2007-11-27,N36A1,body_mass_g,4650
Gentoo,Biscoe,male,2007,2007-11-27,N36A2,bill_length_mm,49
Gentoo,Biscoe,male,2007,2007-11-27,N36A2,bill_depth_mm,16.1
Gentoo,Biscoe,male,2007,2007-11-27,N36A2,flipper_length_mm,216
Gentoo,Biscoe,male,2007,2007-11-27,N36A2,body_mass_g,5550
Gentoo,Biscoe,female,2007,2007-11-29,N37A1,bill_length_mm,45.5
Gentoo,Biscoe,female,2007,2007-11-29,N37A1,bill_depth_mm,13.7
Gentoo,Biscoe,female,2007,2007-11-29,N37A1,flipper_length_mm,214
Gentoo,Biscoe,female,2007,2007-11-29,N37A1,body_mass_g,4650
Gentoo,Biscoe,male,2007,2007-11-29,N37A2,bill_length_mm,48.4
Gentoo,Biscoe,male,2007,2007-11-29,N37A2,bill_depth_mm,14.6
Gentoo,Biscoe,male,2007,2007-11-29,N37A2,flipper_length_mm,213
Gentoo,Biscoe,male,2007,2007-11-29,N37A2,body_mass_g,5850
Gentoo,Biscoe,female,2007,2007-12-03,N38A1,bill_length_mm,45.8
Gentoo,Biscoe,female,2007,2007-12-03,N38A1,bill_depth_mm,14.6
Gentoo,Biscoe,female,2007,2007-12-03,N38A1,flipper_length_mm,210
Gentoo,Biscoe,female,2007,2007-12-03,N38A1,body_mass_g,4200
Gentoo,Biscoe,male,2007,2007-12-03,N38A2,bill_length_mm,49.3
Gentoo,Biscoe,male,2007,2007-12-03,N38A2,bill_depth_mm,15.7
Gentoo,Biscoe,male,2007,2007-12-03,N38A2,flipper_length_mm,217
Gentoo,Biscoe,male,2007,2007-12-03,N38A2,body_mass_g,5850
Gentoo,Biscoe,female,2007,2007-11-27,N39A1,bill_length_mm,42
Gentoo,Biscoe,female,2007,2007-11-27,N39A1,bill_depth_mm,13.5
Gentoo,Biscoe,female,2007,2007-11-27,N39A1,flipper_length_mm,210
Gentoo,Biscoe,female,2007,2007-11-27,N39A1,body_mass_g,4150
Gentoo,Biscoe,male,2007,2007-11-27,N39A2,bill_length_mm,49.2
Gentoo,Biscoe,male,2007,2007-11-27,N39A2,bill_depth_mm,15.2
Gentoo,Biscoe,male,2007,2007-11-27,N39A2,flipper_length_mm,221
Gentoo,Biscoe,male,2007,2007-11-27,N39A2,body_mass_g,6300
Gentoo,Biscoe,female,2007,2007-11-27,N40A1,bill_length_mm,46.2
Gentoo,Biscoe,female,2007,2007-11-27,N40A1,bill_depth_mm,14.5
Gentoo,Biscoe,female,2007,2007-11-27,N40A1,flipper_length_mm,209
Gentoo,Biscoe,female,2007,2007-11-27,N40A1,body_mass_g,4800
Gentoo,Biscoe,male,2007,2007-11-27,N40A2,bill_length_mm,48.7
Gentoo,Biscoe,male,2007,2007-11-27,N40A2,bill_depth_mm,15.1
Gentoo,Biscoe,male,2007,2007-11-27,N40A2,flipper_length_mm,222
Gentoo,Biscoe,male,2007,2007-11-27,N40A2,body_mass_g,5350
Gentoo,Biscoe,male,2007,2007-11-27,N41A1,bill_length_mm,50.2
Gentoo,Biscoe,male,2007,2007-11-27,N41A1,bill_depth_mm,14.3
Gentoo,Biscoe,male,2007,2007-11-27,N41A1,flipper_length_mm,218
Gentoo,Biscoe,male,2007,2007-11-27,N41A1,body_mass_g,5700
Gentoo,Biscoe,female,2007,2007-11-27,N41A2,bill_length_mm,45.1
Gentoo,Biscoe,female,2007,2007-11-27,N41A2,bill_depth_mm,14.5
Gentoo,Biscoe,female,2007,2007-11-27,N41A2,flipper_length_mm,215
Gentoo,Biscoe,female,2007,2007-11-27,N41A2,body_mass_g,5000
Gentoo,Biscoe,female,2007,2007-11-27,N42A1,bill_length_mm,46.5
Gentoo,Biscoe,female,2007,2007-11-27,N42A1,bill_depth_mm,14.5
Gentoo,Biscoe,female,2007,2007-11-27,N42A1,flipper_length_mm,213
Gentoo,Biscoe,female,2007,2007-11-27,N42A1,body_mass_g,4400
Gentoo,Biscoe,male,2007,2007-11-27,N42A2,bill_length_mm,46.3
Gentoo,Biscoe,male,2007,2007-11-27,N42A2,bill_depth_mm,15.8
Gentoo,Biscoe,male,2007,2007-11-27,N42A2,flipper_length_mm,215
Gentoo,Biscoe,male,2007,2007-11-27,N42A2,body_mass_g,5050
Gentoo,Biscoe,female,2007,2007-11-29,N44A1,bill_length_mm,42.9
Gentoo,Biscoe,female,2007,2007-11-29,N44A1,bill_depth_mm,13.1
Gentoo,Biscoe,female,2007,2007-11-29,N44A1,flipper_length_mm,215
Gentoo,Biscoe,female,2007,2007-11-29,N44A1,body_mass_g,5000
Gentoo,Biscoe,male,2007,2007-11-29,N44A2,bill_length_mm,46.1
Gentoo,Biscoe,male,2007,2007-11-29,N44A2,bill_depth_mm,15.1
Gentoo,Biscoe,male,2007,2007-11-29,N44A2,flipper_length_mm,215
Gentoo,Biscoe,male,2007,2007-11-29,N44A2,body_mass_g,5100
Gentoo,Biscoe,NA,2007,2007-11-29,N46A1,bill_length_mm,44.5
Gentoo,Biscoe,NA,2007,2007-11-29,N46A1,bill_depth_mm,14.3
Gentoo,Biscoe,NA,2007,2007-11-29,N46A1,flipper_length_mm,216
Gentoo,Biscoe,NA,2007,2007-11-29,N46A1,body_mass_g,4100
